350
16 70
25 42 50483
44 47 326370
5 23 109884
26 35 266920
24 17 405503
22 46 53614
22 1 171017
41 34 272704
49 13 441174
31 42 347834
19 46 189244
36 3 394494
48 6 254519
1 49 517532
44 29 173844
47 16 221847
38 12 299050
28 49 504854
10 14 369621
15 29 145430
33 15 191254
2 38 358711
15 31 197967
45 36 311721
20 21 166416
6 23 81916
34 45 58253
16 34 95862
14 34 219420
2 18 380556
26 20 246083
43 37 252062
41 21 328581
33 31 386545
15 7 206922
33 22 193537
29 20 172391
19 10 290197
45 17 287722
25 10 207186
35 29 186628
42 23 127887
11 17 366853
8 23 120585
24 28 313389
44 48 253294
35 42 242970
42 38 309756
20 28 181792
12 48 117004
46 14 268668
39 17 173811
42 13 224801
22 10 154567
1 6 225994
27 20 326506
23 9 156199
16 26 117436
34 23 87785
43 5 260348
25 44 259061
20 48 189027
15 27 309856
27 31 468278
28 15 99519
37 16 101793
38 44 341014
18 19 234588
21 5 141723
21 24 261145
20 32 218264
16 3 147181
5 15 32245
13 40 346159
11 31 230178
19 1 306647
38 19 472411
6 33 125382
11 33 274294
4 31 271705
27 35 269157
24 47 420866
12 32 290287
44 45 261096
39 5 296780
24 6 308170
20 37 117244
39 37 278920
36 24 521682
4 5 41493
29 33 154114
38 5 322178
24 18 161760
22 34 66045
43 36 527627
23 44 174766
5 30 166317
30 8 189318
28 36 342841
20 30 200258
48 7 76090
3 4 132392
32 5 203380
38 18 406533
8 1 243921
25 39 207071
17 33 222715
12 47 226955
8 14 366356
23 1 144078
34 15 54344
7 2 136876
43 34 257993
1 29 163402
24 49 255536
23 132
19 14 195953
6 4 64237
21 6 71915
2 14 147085
5 12 114163
16 21 253816
8 22 136003
1 7 20628
15 1 121191
21 22 260077
21 20 300920
13 9 167001
22 10 358559
8 11 58850
13 12 132284
10 11 533678
17 9 53226
10 21 611752
15 5 148242
11 19 179255
15 7 141819
2 23 34643
8 3 48830
10 9 446712
4 21 136152
15 6 215338
14 13 194699
11 17 64226
4 2 33575
8 14 168894
16 11 178492
20 3 204799
17 15 167412
21 11 142530
23 8 9867
5 18 89723
7 14 229639
17 3 54206
14 4 157959
4 9 39051
13 11 178001
19 9 168255
7 18 132180
12 15 34079
6 19 193441
22 14 129945
12 21 261239
13 5 152380
6 2 97812
23 19 130272
20 1 81990
4 5 249413
21 15 286110
12 10 350513
6 13 192187
14 18 146339
17 2 49886
11 23 48983
12 11 183165
18 22 32486
4 23 1068
21 2 105489
10 4 485763
17 21 130593
21 3 132510
4 12 135250
1 14 209011
13 21 264102
20 22 166129
10 2 519338
3 14 120064
9 8 47850
4 7 109598
17 5 255561
12 1 87112
6 17 58678
16 19 238567
9 22 88153
22 3 165099
3 11 10020
4 11 47915
19 10 481543
12 20 169102
13 22 129311
19 22 130565
2 22 160779
3 16 168472
16 10 466561
22 15 26033
14 6 222196
17 7 104039
3 2 27021
13 8 138885
19 20 38072
20 7 102618
10 20 519615
20 6 229005
16 14 237947
23 1 116744
12 19 131030
12 8 136022
13 20 36818
15 20 192162
9 14 197010
18 17 165838
12 14 121899
2 12 168825
11 22 175119
11 5 297328
16 2 164152
10 1 437625
15 23 152169
20 11 214819
1 21 232094
15 14 155978
2 15 186812
16 9 167492
13 19 1254
3 15 191132
8 17 5376
6 23 63169
18 23 158622
4 8 10935
18 8 160462
22 4 127204
1 2 151387
6 5 303487
10 14 472412
1 16 203160
10 17 491911
17 13 144261
13 16 237313
26 42
6 16 366255
10 16 335513
5 14 943041
1 12 157109
11 4 745805
12 17 470082
2 21 285343
3 25 745088
7 14 534402
14 25 349593
4 6 819517
10 11 927459
9 22 463321
17 21 778153
20 4 562455
24 13 352722
18 12 782944
13 12 517904
5 9 487298
1 21 465180
26 20 712816
18 22 495318
14 13 883194
22 10 496591
25 13 790078
14 9 799751
12 21 523716
10 13 679539
20 21 306045
5 15 536394
11 16 596535
25 8 454903
12 22 483754
9 21 487568
10 15 721070
3 20 440219
22 6 16668
14 11 468790
2 13 279531
23 6 514962
15 16 906854
4 16 669091
15 47
4 10 385550
1 4 245887
3 11 124645
3 9 208438
11 5 269301
7 11 309279
5 15 316912
15 11 75121
9 4 184938
13 7 423684
2 9 235538
2 10 379806
15 14 61366
2 14 156156
4 14 161900
8 5 342562
1 14 83987
9 15 309182
11 2 169911
10 3 362050
5 6 424403
12 9 260539
5 14 255546
13 11 373289
4 8 139459
8 11 216092
6 14 168857
3 13 286050
1 15 145353
12 14 20092
1 9 163829
2 1 232774
10 8 425987
13 6 269507
3 15 199766
7 1 407021
5 4 417446
6 7 168091
6 8 132502
5 3 393946
6 10 392507
9 7 346072
14 7 323034
4 3 23500
8 7 300593
5 2 411702
10 12 243742
35 32
33 14 759087
15 4 460725
28 34 963374
33 15 648863
12 26 44873
28 16 524222
34 12 684360
9 15 276380
12 29 661937
24 25 684976
3 1 236530
7 11 602729
30 15 468865
5 17 540530
34 7 899191
18 12 661733
27 31 533190
25 14 260141
18 19 967114
1 22 464992
9 5 626709
11 33 184066
28 35 466798
20 26 922030
2 5 13268
23 29 827331
4 5 811054
4 8 786512
23 7 950056
11 12 303055
18 14 933699
21 33 589044
31 412
2 8 181787
4 22 202695
1 9 59028
16 15 234411
18 5 47762
11 28 62256
19 10 128118
18 19 116172
3 23 118262
9 14 44501
31 26 145075
18 28 94831
12 29 41675
31 12 140897
26 8 211117
15 5 137379
2 24 203227
4 6 156025
29 17 111573
30 8 161797
3 24 192135
26 10 216580
15 12 145168
23 5 148916
3 11 88033
23 19 217332
25 1 174305
29 24 108025
1 31 92937
5 12 119069
25 3 206410
5 27 80225
8 18 126279
26 16 69871
27 25 22971
9 22 155820
13 18 96914
22 8 180022
16 20 195616
2 17 66967
19 2 163137
6 14 64649
23 8 218687
1 26 218531
26 28 170444
4 10 58194
26 17 110914
15 20 237710
6 22 232396
2 28 139798
12 27 151383
17 7 121625
26 4 220995
3 28 150289
1 18 118865
13 8 37908
3 8 159918
7 20 202127
17 14 138251
9 21 84112
19 16 165448
27 21 131858
24 15 211513
6 20 213431
6 31 160582
29 8 144539
20 8 80079
5 9 62864
18 22 157194
3 12 125790
2 14 174674
22 30 209346
5 11 15181
12 10 184917
12 26 180829
19 9 32964
9 17 159678
22 5 109438
2 9 130173
18 4 157495
3 4 182591
8 19 57166
14 12 68336
10 28 158378
10 16 257800
29 3 162999
14 3 152805
21 17 181808
23 29 226205
30 6 191513
10 31 189761
18 7 132262
3 18 150970
6 23 287670
4 31 131567
25 19 171612
16 1 168141
16 25 155543
14 20 148782
7 22 184527
29 11 151692
13 12 76057
16 13 146190
15 8 194083
31 24 207242
29 27 193041
8 11 71885
20 9 131693
21 23 169866
5 7 84506
7 4 168311
11 13 33977
6 15 251619
15 2 260335
29 26 222487
19 21 89692
23 25 179921
1 15 201497
4 30 227560
12 19 56799
21 18 99366
26 20 213639
28 22 156513
13 21 70406
1 27 151334
10 15 274950
23 22 98158
5 25 103196
26 18 171422
10 11 152752
5 28 47075
14 13 30795
19 26 161030
14 26 149490
25 11 118377
13 23 198074
5 8 78523
21 12 146463
11 6 129421
21 5 51610
7 13 120592
29 18 112971
22 10 250980
3 13 122010
3 9 135716
8 4 98489
7 27 70581
11 4 94558
14 15 186970
10 2 231876
22 16 162814
11 26 139232
7 14 151387
16 30 113898
18 16 144788
26 2 43947
14 21 101201
3 30 212405
3 6 217454
11 12 110034
30 15 236090
30 1 169211
14 27 160178
17 6 170506
6 24 199330
15 7 208813
31 7 106334
21 15 158627
15 19 175433
21 8 108314
19 27 148641
1 21 115728
15 13 156175
14 11 64772
8 1 7414
16 17 92891
10 1 164097
20 25 202446
19 17 126714
24 11 176379
12 2 136882
10 30 181907
12 6 132985
21 25 154806
22 20 150791
28 23 123800
28 4 130880
29 21 188121
7 23 86369
11 15 122198
15 22 230335
7 19 139850
11 16 112213
22 27 189663
6 28 185829
31 19 90244
8 27 158748
6 10 204304
24 26 247174
12 17 69915
10 17 202914
31 17 168095
25 18 57099
13 5 49158
11 2 138137
31 9 84692
18 6 174849
16 2 25924
21 20 79083
16 28 144107
18 11 62937
11 31 37009
2 23 221535
17 20 102725
7 30 142632
11 20 115512
30 21 160801
21 16 148642
30 18 123936
17 4 206553
29 14 109994
25 14 167299
23 16 202306
29 2 178540
15 28 184454
4 16 202972
11 19 53235
24 23 250892
1 17 160549
15 9 169881
2 27 106648
25 4 160451
12 7 98178
27 28 33150
9 26 174120
31 13 70986
7 1 155615
30 25 137542
29 15 103510
8 7 158506
1 29 137125
8 9 51614
22 19 161372
22 1 180547
20 1 87493
15 23 286295
26 3 167659
12 24 66345
29 9 131421
17 30 21007
27 13 129383
24 8 169226
28 14 127028
5 6 138754
27 10 125240
31 25 125024
16 6 154712
22 31 87610
27 31 102062
14 18 110200
16 29 204464
17 27 173615
2 7 177229
31 21 73463
10 29 226575
17 11 162019
4 5 109739
13 1 45322
22 12 145906
9 25 166060
1 28 118184
21 4 130987
25 24 194757
5 16 97032
25 12 128412
8 31 100351
4 15 216756
31 28 68903
30 5 171692
20 5 130693
26 5 154413
11 1 79317
20 2 169692
8 17 153135
20 19 137245
17 25 158549
15 18 185135
17 13 145972
21 6 165850
16 8 175555
25 6 199164
4 2 177048
21 2 174566
27 4 164030
17 24 136263
24 20 238985
14 31 101781
18 24 137658
30 20 81718
29 20 214298
10 20 100189
8 6 133352
28 9 109939
31 18 69584
25 7 93552
4 20 158383
8 28 125598
11 30 183026
5 14 79953
9 7 134298
30 31 159478
2 13 143879
5 31 21828
11 23 164097
22 24 212239
9 23 211780
1 19 64580
17 3 195705
4 14 91376
12 18 71313
15 31 159207
29 7 139836
9 24 156108
26 23 245713
13 24 142402
28 21 98685
23 20 248949
3 21 51604
18 10 159356
17 15 215083
15 25 240575
14 10 139655
3 5 103214
5 2 122956
2 22 188738
10 3 230876
11 21 36429
1 14 76117
13 25 152354
29 31 182555
12 8 102881
11 22 108137
25 29 170070
27 15 217604
11 27 95406
24 27 217728
17 22 188339
27 23 156950
16 7 181538
13 6 95444
12 4 136638
1 4 105903
22 25 191609
23 10 282178
7 6 216036
19 30 147721
30 13 166987
26 27 137294
10 13 118775
12 1 95467
6 2 128788
23 12 184547
28 7 37431
29 30 132580
13 28 96233
20 12 172640
11 9 47683
7 26 202554
19 29 98457
14 8 68703
27 30 160513
7 11 86615
24 30 157267
21 22 71708
22 29 142895
19 24 123144
7 24 164523
23 4 254680
21 26 175661
23 31 127088
23 18 196672
22 3 20104
28 19 115491
23 30 196194
19 5 68416
6 1 140766
30 12 90922
13 4 60594
28 30 128706
30 2 87974
1 3 167332
30 26 131921
18 20 178449
4 29 178296
3 19 141283
21 24 212808
17 23 175187
18 17 102929
10 24 251262
26 15 261430
7 21 123044
2 1 189201
10 7 195809
19 14 11537
9 30 180685
1 24 161812
2 18 145798
9 4 46875
6 29 174643
5 1 71109
10 25 102257
25 26 114323
16 75
8 7 28605
5 3 302714
14 5 163395
7 6 272819
16 2 198487
15 2 146019
15 12 214524
9 3 292312
8 6 244214
13 5 69539
12 10 338550
13 16 169279
1 13 233763
13 9 79941
12 2 251762
2 10 88487
3 10 267261
13 6 207213
9 8 271795
14 1 279841
1 8 236598
16 5 238818
9 2 109149
12 6 219971
1 10 319068
5 2 98747
2 3 214077
14 7 394174
5 11 224044
13 12 280970
13 7 177480
1 15 254418
11 4 139787
14 4 297466
14 6 440147
13 10 117695
11 12 386181
1 6 301610
10 11 312262
12 5 261796
7 4 288413
4 9 278847
8 16 301082
7 1 265203
16 3 354676
3 13 243285
9 1 241252
8 13 206085
8 12 279679
3 4 436785
4 16 82109
4 1 146593
1 11 6806
12 7 308284
10 16 254584
1 3 419160
3 11 412354
4 12 246394
6 3 385840
14 3 139319
16 15 286090
14 16 215357
5 15 47272
7 16 329687
14 10 350629
14 13 232934
9 16 249220
9 7 257421
2 7 148272
5 9 10402
9 11 234446
3 8 390954
3 12 465839
12 9 251394
12 16 328503
44 109
29 33 249449
33 35 188417
41 22 197970
41 36 220043
40 17 253599
27 4 301789
41 30 287191
8 29 382797
31 24 97804
27 15 242778
13 39 304136
26 36 175820
38 7 347215
7 31 362465
25 16 344101
11 19 327863
29 17 248250
41 3 300307
13 23 432189
39 6 350911
5 21 187117
20 5 117703
27 14 30665
40 29 311871
2 12 407824
3 7 363123
14 5 139160
5 8 238100
13 22 374579
36 21 220251
34 36 204453
22 12 182015
40 37 331523
4 18 511257
10 11 395821
6 31 253408
39 34 258894
13 43 497491
23 22 282487
20 21 79340
39 40 246559
30 35 330213
28 16 248830
26 14 131124
35 42 171079
33 28 48620
16 14 168589
15 1 305568
2 25 372379
5 28 21210
4 11 534113
44 42 457219
6 29 406011
40 43 326211
32 2 261863
34 33 267047
25 12 220862
22 6 386398
21 30 329819
10 15 129264
33 6 367054
22 25 184771
8 27 129605
31 32 130201
12 31 153694
20 37 177218
36 1 208015
8 7 360518
13 36 389923
5 44 379933
18 31 386627
28 24 118551
40 32 289469
16 35 296012
30 5 142702
18 11 22856
40 23 460195
23 35 375698
24 19 156739
36 29 177831
34 6 432633
40 19 253304
35 13 421029
43 28 187690
14 21 326277
27 31 221235
28 39 31443
39 8 282960
43 25 99775
27 11 482266
11 21 326194
29 19 239017
13 31 346258
30 9 458531
35 17 170418
2 15 361628
32 30 156500
27 34 279814
38 44 440143
17 8 446487
26 28 230164
27 36 75361
31 34 179225
33 1 303186
11 35 471710
21 26 383255
3 25 67826
43 39 219133
36 20 150837
40 63
6 40 463787
40 1 202271
34 11 290553
29 5 566524
12 4 539159
4 33 281419
9 27 607103
20 35 155118
14 16 474393
14 21 476732
5 23 475569
31 14 440853
23 36 256652
39 1 461491
7 11 324023
4 5 681240
26 3 437991
20 31 732018
16 27 724938
16 20 791072
35 40 343137
34 28 210956
29 3 534881
22 31 673161
30 29 374326
28 17 799301
20 21 552445
4 39 373621
9 30 181154
40 8 804451
40 4 425939
13 14 171813
40 37 444106
1 37 564292
23 1 361968
30 1 400294
23 27 556949
5 1 632596
27 39 656472
12 8 987453
34 12 252230
24 12 445892
28 3 642275
31 34 575452
30 3 667809
10 26 195701
23 39 327991
18 24 357082
12 6 646789
38 12 505354
22 28 497930
39 40 323248
7 34 332460
17 1 795816
27 5 827577
16 6 673444
26 33 306256
26 24 279121
25 36 423625
20 5 324554
5 2 567678
12 3 683549
29 16 441602
50 50
41 32 255924
2 12 944842
16 9 663296
29 1 680468
18 49 967833
30 1 722536
37 2 954264
10 49 960854
23 29 960381
36 45 583050
36 40 592411
22 12 906431
43 47 973492
38 39 974733
8 30 701049
43 41 908018
18 2 597588
4 1 753079
2 41 390090
8 42 967686
5 40 711504
38 6 854535
38 45 778243
35 2 890130
11 41 690689
27 25 606594
7 31 926601
38 14 561004
4 31 711375
50 1 678003
49 25 812589
6 40 745620
32 4 866570
43 12 277396
43 10 871170
33 48 746117
12 39 845082
38 42 801965
42 7 896605
43 29 906361
21 22 623955
15 38 526317
26 24 604776
26 32 895608
17 4 886993
36 32 353277
50 3 312463
33 1 722905
16 6 968368
20 11 583544
43 837
15 7 47796
25 43 114218
41 7 76485
21 1 125021
7 25 98291
16 35 111131
9 28 51700
10 5 98003
4 30 80593
5 40 60896
42 40 86099
11 3 186994
41 9 39608
18 40 73426
20 24 42112
19 26 99807
9 8 23842
33 9 68609
36 8 84549
38 26 130410
43 41 62017
4 14 132394
16 41 84094
23 3 112099
37 10 74565
32 4 121201
9 34 81884
14 42 63526
29 37 117137
18 42 78699
39 19 111001
40 20 60775
37 40 128916
39 5 85285
23 33 65251
42 39 100811
40 3 82795
3 6 42382
28 16 96186
17 8 107158
12 24 90913
37 18 121516
3 41 73138
30 9 85349
33 32 106344
38 11 214737
25 37 141065
33 22 94644
36 18 72117
1 39 117023
17 5 94947
8 37 63072
37 16 124137
32 26 74604
35 33 85344
28 12 112011
28 37 131351
12 39 157227
25 41 144172
9 4 106276
26 27 115073
33 43 46200
33 6 61560
31 39 165899
42 1 66181
27 8 87204
10 33 137306
25 3 149059
4 40 137837
21 42 119774
5 2 118226
11 19 140157
5 34 110776
37 35 105875
29 19 133418
18 30 45287
2 20 96407
42 8 60676
2 9 106595
10 1 98015
15 3 44449
4 2 127989
7 3 70407
3 22 75466
5 3 62865
4 19 172337
27 10 132030
29 38 123297
13 2 166481
8 14 90080
11 30 151714
26 12 117077
14 15 55319
30 6 78300
39 37 141876
33 2 106890
13 14 143828
23 28 113380
5 22 53567
12 40 91872
30 43 62940
38 3 107174
9 3 33530
9 31 128910
24 15 19703
13 3 111120
30 26 61669
24 26 87368
6 20 20362
27 38 130878
3 1 62877
2 29 134973
6 31 120058
3 30 106373
6 19 74913
3 32 71265
23 41 100473
25 17 126388
20 25 123658
40 21 144939
30 23 81991
32 8 13893
18 21 87675
23 14 97413
32 17 121051
1 22 53579
6 22 33084
11 14 87226
10 31 182031
30 8 109209
13 43 99999
39 6 105768
9 5 29335
10 2 137178
14 43 49101
40 19 115326
27 3 96892
11 6 156414
1 26 86113
42 37 116485
3 8 57372
17 35 134991
26 16 85656
7 19 79918
36 33 43570
32 39 92697
27 5 90748
30 14 98176
17 28 103683
9 21 106639
27 7 100239
23 16 110276
34 19 83655
33 30 16740
14 40 115503
37 12 139962
27 20 74872
31 5 130888
15 42 47753
3 39 107102
8 21 82797
22 37 121587
9 38 73644
20 16 55996
10 34 150552
5 12 71942
15 40 60184
26 35 103514
18 38 85213
39 30 104577
22 12 84543
29 4 150979
36 10 130806
9 39 102646
4 23 131551
28 13 97957
12 42 97145
16 34 119610
20 17 94826
30 42 77365
28 33 54008
18 7 78742
31 11 178973
30 10 154017
13 9 77590
13 11 215009
14 28 60908
37 23 106522
11 7 190341
34 33 64415
15 17 94235
35 40 100940
5 35 49284
32 24 68337
7 28 88577
11 26 194151
23 6 69717
42 28 88534
43 20 33919
38 23 48509
41 37 119259
7 34 118761
42 17 116093
43 32 60144
3 28 69105
7 20 25367
31 3 162440
38 2 90148
18 6 33013
24 39 133248
35 13 73682
41 38 95548
12 33 112195
28 32 88004
2 37 148161
28 18 82555
8 39 78826
35 14 92216
10 12 128979
31 28 140495
38 24 91875
30 22 103900
40 31 160471
24 18 72467
19 17 149377
6 41 30756
25 32 91886
4 28 117888
37 43 102060
13 15 88509
11 9 153464
29 33 96578
31 29 168910
2 16 136807
8 25 91687
8 41 63450
20 28 63210
3 37 113181
32 31 143835
40 16 93751
20 3 45040
17 38 139256
37 14 145889
12 36 122285
35 12 121226
16 4 150762
30 19 151107
7 32 6405
7 42 73711
11 12 207873
36 38 95268
24 29 97966
31 26 164896
18 35 102780
8 1 53189
12 16 104797
6 16 53338
26 25 112947
5 37 108986
8 35 42803
26 6 65618
17 43 105725
20 18 53375
11 43 136327
6 14 75090
15 31 139829
34 35 61492
36 3 79543
13 1 48243
27 23 105561
24 1 59949
27 4 124246
7 13 114467
9 18 41865
38 5 85275
25 12 61957
25 6 113416
32 23 57343
30 34 67452
34 32 118188
38 13 133530
29 42 76072
43 15 33328
28 36 10438
15 32 48654
11 21 181415
21 26 104057
23 29 93334
36 27 63198
36 5 91030
35 32 56696
36 26 88499
30 32 123084
23 9 78569
37 33 148260
32 1 67082
34 25 72355
4 38 83042
19 37 122692
7 12 97188
24 34 66360
15 39 113565
26 4 142262
21 38 44837
20 33 80119
6 7 45729
18 26 98631
21 36 69218
18 41 63769
5 13 79078
15 20 22429
2 3 140125
34 38 108302
14 32 103973
16 39 147132
5 25 133899
15 18 52794
7 16 81363
34 4 101670
30 17 140951
36 19 124277
22 15 52855
20 31 140420
3 19 99591
31 12 113906
28 43 74109
27 35 84068
4 36 107442
39 20 114156
4 5 117907
22 16 86422
38 7 110521
16 10 113154
21 12 53067
35 23 82072
3 43 55939
16 21 134335
3 42 70364
29 41 89261
18 22 66097
37 34 161535
25 2 98674
31 37 193014
24 25 138715
38 37 153295
39 11 202631
36 41 70413
19 2 108705
7 1 66224
21 43 105332
32 11 191199
13 39 109683
32 42 74569
25 31 51949
13 41 58504
10 21 129704
14 19 52931
34 41 90159
18 32 79600
16 13 122076
16 42 81320
8 19 89903
35 28 31308
29 8 54065
20 30 96859
2 8 111862
25 36 78108
28 19 113839
17 4 97073
13 33 130298
8 38 97486
4 20 117786
30 28 37268
8 4 121016
6 27 70265
11 35 166630
28 6 60552
31 30 103227
40 22 73497
17 22 107548
13 23 138455
30 35 68576
15 25 124174
24 16 53250
18 10 110533
32 38 105852
40 39 136941
13 25 182154
27 34 22576
38 19 131830
32 5 67070
38 25 53727
24 31 159512
13 21 173264
5 30 98783
33 26 78409
10 7 31791
42 4 143110
7 29 74363
40 29 98918
28 1 49714
34 6 90736
35 6 69767
36 23 108821
10 25 130082
2 22 64659
19 16 110547
38 22 31708
19 18 107926
43 34 63529
34 17 133867
13 32 115325
13 26 134356
26 34 129121
12 30 95455
4 1 117919
2 7 105387
12 38 97904
23 8 71236
26 15 67685
38 39 94580
9 36 62138
23 25 102236
21 6 104526
29 3 59839
38 6 64792
11 23 184639
38 40 105205
33 8 92451
24 42 67436
33 21 59128
34 12 116532
23 17 144181
42 31 165744
27 29 95330
24 17 113918
18 33 28547
9 27 63362
17 29 132969
13 18 101751
15 10 79587
12 32 98046
10 35 94892
16 30 118859
1 20 40857
4 6 97424
9 16 44486
13 20 89100
40 26 106031
7 22 78813
27 42 55378
41 24 70210
15 8 34761
26 5 86101
8 11 177306
20 11 164974
38 42 110478
17 26 140082
11 24 122862
27 1 90760
32 16 82221
40 34 99816
14 27 8148
26 23 92790
24 40 79867
31 2 150623
27 13 139003
41 22 63840
9 7 36877
20 21 118149
18 2 78343
24 5 59937
43 4 128685
1 43 51756
42 33 60625
8 5 53177
16 33 102119
32 2 98982
13 19 143651
38 1 85287
3 10 102198
29 11 173953
43 19 88470
13 24 108192
21 31 60839
11 17 230878
18 25 96565
41 15 50527
17 36 114121
29 9 67357
36 14 71346
40 2 138156
14 17 149554
31 35 162351
43 8 46251
22 23 80217
35 24 97247
11 27 95374
4 35 139717
16 18 73572
29 21 122226
7 33 105486
11 4 156339
28 34 30184
42 11 150752
22 4 64359
2 39 87710
34 8 104295
11 1 176909
34 21 63465
11 41 187170
13 29 62420
2 42 119300
25 22 85457
31 19 194971
16 36 106624
21 28 79656
15 11 142545
14 1 95585
20 8 35352
28 40 69632
38 31 105676
14 26 106925
40 13 68161
33 4 97333
29 10 106154
41 5 51239
31 22 86974
9 25 115529
1 16 73833
32 21 91500
41 20 51118
30 24 115951
16 38 118130
10 38 142312
10 20 57158
1 15 40266
17 1 53969
8 26 60711
43 9 22409
15 9 10919
43 35 50385
2 26 51151
32 9 37735
7 36 99015
27 15 63467
7 26 70623
22 43 64345
39 27 120069
3 16 78021
24 3 64132
9 20 11510
23 12 121176
30 21 42388
7 30 122226
25 19 156010
1 31 140553
13 10 146258
28 38 98340
27 37 143013
36 40 80070
33 17 136024
21 39 139417
20 32 31772
2 14 55774
7 39 99102
7 4 127606
4 12 91272
10 26 102414
10 42 105502
23 18 36704
21 19 147120
27 40 110702
6 17 74464
41 19 105669
40 11 187768
19 23 83321
18 39 82775
21 22 76545
24 2 91410
35 9 66645
16 25 125445
27 32 101097
15 5 40254
18 34 92962
30 36 26848
14 31 155028
41 35 91283
39 23 46071
13 42 114424
20 26 45256
16 29 111843
11 34 117950
30 1 86982
6 29 58505
4 15 117195
19 1 95408
3 17 116846
14 33 95139
20 34 93394
2 12 149202
6 9 8872
10 11 222132
43 26 79175
35 25 110402
8 10 52089
5 11 135931
14 3 99768
34 23 128137
16 27 97034
20 38 85154
21 35 110964
15 38 84563
29 28 42570
5 19 95396
14 20 77748
22 27 103349
36 34 40622
3 34 99289
26 39 138861
25 1 133911
37 20 68141
39 35 36001
34 31 124304
37 17 162967
4 13 166162
29 1 79000
13 31 188796
21 5 125009
38 30 87225
23 21 93346
29 26 114776
7 17 120193
20 23 89115
34 39 97493
10 6 77520
15 12 71230
27 31 146880
14 22 108174
3 4 139806
21 2 107564
22 19 107997
9 19 66061
18 4 125880
28 15 62619
16 5 73821
16 11 176112
17 2 172207
32 36 98442
35 1 81022
17 27 144729
43 24 53011
36 15 73057
33 38 98928
34 1 79898
37 24 110253
16 43 66895
28 11 135322
9 14 66238
41 1 10261
12 18 84472
2 30 112820
17 12 125923
12 43 82720
40 8 73107
4 37 170380
2 27 63922
9 40 49265
31 18 148514
6 1 20495
1 40 19918
25 42 128643
12 3 93841
9 24 30602
18 11 159468
42 36 98972
6 32 46587
41 39 127284
8 31 143636
16 17 127802
16 8 68328
17 18 107477
3 33 102139
14 34 30724
20 22 53446
43 2 104875
29 14 103478
15 35 77564
5 23 90200
24 28 82302
41 21 135282
39 43 86386
17 21 135278
35 36 41746
17 31 119707
10 41 108276
40 32 87000
15 21 115284
8 13 101432
6 2 97743
19 42 102895
36 22 77070
33 11 168454
33 24 99211
26 22 98702
10 14 134906
28 22 66632
39 25 146403
24 19 88567
26 37 113397
21 37 140679
4 25 29315
8 6 32694
1 37 108998
22 9 41936
8 24 54444
30 27 90028
12 8 84153
30 13 135225
24 6 39454
18 27 103278
35 22 97940
40 7 86142
22 32 79671
31 43 151319
10 9 68668
41 42 76442
9 1 29347
29 20 78878
15 2 111093
12 1 71954
41 40 9657
40 6 40413
4 31 22634
16 15 33567
13 6 68738
39 22 78925
35 20 78155
5 18 53496
34 29 72754
12 13 120213
22 11 189498
10 17 151984
41 27 101021
12 9 60311
34 15 86043
40 25 153829
22 34 96816
13 36 108395
23 43 100978
36 31 130057
3 18 75395
33 25 68018
34 42 77954
38 43 96053
4 41 128180
12 27 121724
36 1 60152
23 15 89488
29 25 121664
1 18 53508
39 29 47263
1 2 118238
23 24 109171
14 16 88886
23 40 110130
36 24 92740
26 28 98937
40 33 101973
12 14 126549
25 30 51278
21 14 94189
40 10 117933
5 1 40978
17 39 170992
20 36 73648
37 11 233115
36 2 127120
7 31 150240
33 41 92316
19 15 76980
42 9 36834
31 16 173396
39 10 130893
13 17 102212
12 19 126372
10 4 159397
24 7 67479
41 31 150814
5 6 20483
37 15 90572
12 20 71821
42 20 48344
30 37 165000
5 43 51744
8 22 65778
42 5 66169
36 37 141789
26 3 90296
24 4 136878
19 35 132706
12 29 109964
14 39 128217
33 5 82043
37 32 49179
7 8 20298
25 21 8890
5 28 80592
1 23 90212
28 41 59975
40 30 106900
24 22 72538
29 43 61647
21 24 129825
14 24 35636
29 18 91518
6 43 31261
19 27 61079
8 18 65714
22 10 110604
5 7 66212
27 24 43804
27 21 86041
23 10 95539
43 36 84564
33 39 111322
2 23 41639
32 29 67958
10 43 91077
35 29 11262
37 7 42774
28 25 88546
41 14 105846
28 39 67309
25 27 94959
38 35 129648
28 10 120368
12 13
2 8 648917
1 11 113654
12 5 252772
4 5 465875
11 8 889417
9 8 426668
8 1 775763
11 12 846729
1 5 707611
9 1 788313
5 7 953486
6 7 637442
5 9 962164
11 10
10 1 514680
1 7 217855
9 10 430779
8 4 306445
7 4 597716
6 8 514997
5 9 506143
5 7 584956
10 7 564733
3 6 331733
34 129
6 27 219628
3 8 224371
13 32 266022
22 19 198790
28 15 293571
9 19 198804
27 13 223905
30 4 206334
30 6 212424
20 33 317089
23 17 200966
28 26 833
17 7 127818
33 16 292411
13 12 172485
29 24 694399
9 20 158417
16 26 88551
31 8 341017
17 31 359302
7 19 159986
17 1 112517
27 20 181102
23 21 54813
2 18 207633
3 21 242726
6 15 471876
16 18 166710
7 29 287816
32 21 268073
12 28 267821
25 18 18299
9 29 242995
22 28 86011
25 17 139904
34 29 407363
17 30 238442
17 2 329238
29 6 261442
7 31 295213
28 19 207193
19 27 221489
7 23 163693
22 10 260947
27 15 301406
29 1 349953
3 27 200865
29 8 294510
31 14 336662
23 2 340516
3 23 187913
7 8 45804
23 32 228108
12 30 285688
